Plug,Spat,Sample,Polyps,Cohort,Temperature,Nutrition,Treatment,Tank,ScanDate,Tissue,MeasureArea,Tissue.Intensity,Tissue.StDev,Symbiont.Intensity,Symbiont.StDev,Notes
A052,c,A052c,6,20170609,Ambient,No Heterotrophy,AN,22,20171119,Polyp,92633.69,541.93,222.51,319.54,182.02,
A052,c,A052c,6,20170609,Ambient,No Heterotrophy,AN,22,20171119,Polyp,56666.61,623.96,197.57,430.91,241.78,
A052,d,A052d,4,20170609,Ambient,No Heterotrophy,AN,22,20171119,Polyp,113118.16,695.84,283.94,581.61,343.58,
A052,d,A052d,4,20170609,Ambient,No Heterotrophy,AN,22,20171119,Polyp,6313.81,715.9,343.36,452.88,259.64,
A052,d,A052d,4,20170609,Ambient,No Heterotrophy,AN,22,20171119,Polyp,48532.39,674.97,283.33,483.59,239.36,
A052,e,A052e,3,20170609,Ambient,No Heterotrophy,AN,22,20171119,Polyp,115086.91,746.76,227.8,596.87,307.35,
A052,e,A052e,3,20170609,Ambient,No Heterotrophy,AN,22,20171119,Polyp,80134.55,698.7,209.03,545.83,261.46,
A052,e,A052e,3,20170609,Ambient,No Heterotrophy,AN,22,20171119,Polyp,65746.62,700.59,253.82,588.51,296.72,
A052,f,A052f,4,20170609,Ambient,No Heterotrophy,AN,22,20171119,Polyp,63703.41,644.54,260.63,485.5,295.11,
A052,f,A052f,4,20170609,Ambient,No Heterotrophy,AN,22,20171119,Polyp,62126.2,675.57,279.43,461.34,242.83,
A052,f,A052f,4,20170609,Ambient,No Heterotrophy,AN,22,20171119,Polyp,57317.35,584.12,247.83,366.67,182.83,
A070,a,A070a,10,20170609,Cool,No Heterotrophy,CN,20,20171119,Polyp,88152.97,655.73,314.24,597.09,368.5,
A070,a,A070a,10,20170609,Cool,No Heterotrophy,CN,20,20171119,Polyp,87551.86,666.69,308.57,477.66,268.13,
A070,a,A070a,10,20170609,Cool,No Heterotrophy,CN,20,20171119,Polyp,73299.04,748.26,278.39,653.59,338.68,
A092,a,A092a,4,20170609,Ambient,No Heterotrophy,AN,16,20171119,Polyp,152468.2,515.76,229.24,382.18,218.52,
A092,a,A092a,4,20170609,Ambient,No Heterotrophy,AN,16,20171119,Polyp,69979.7,615.16,249.53,446.56,210.7,
A092,a,A092a,4,20170609,Ambient,No Heterotrophy,AN,16,20171119,Polyp,73417.61,567.48,205.82,404.33,164.97,
A092,b,A092b,1,20170609,Ambient,No Heterotrophy,AN,16,20171119,Polyp,74112.47,697.55,221.7,650.88,278.26,
A119,a,A119a,11,20170609,Cool,No Heterotrophy,CN,13,20171119,Polyp,74484.71,608.24225,276.60243,406.07815,265.80558,
A119,a,A119a,11,20170609,Cool,No Heterotrophy,CN,13,20171119,Polyp,73616.14,623.46606,271.17681,367.81092,162.23116,
A119,a,A119a,11,20170609,Cool,No Heterotrophy,CN,13,20171119,Polyp,73472.76,641.16847,276.32044,419.80102,247.40606,
A139,a,A139a,7,20170609,Cool,Heterotrophy,CH,17,20171119,Polyp,84615.27,833.35725,358.7784,615.92274,275.05765,
A139,a,A139a,7,20170609,Cool,Heterotrophy,CH,17,20171119,Polyp,79312.86,728.64956,336.87239,660.60652,320.19473,
A139,a,A139a,7,20170609,Cool,Heterotrophy,CH,17,20171119,Polyp,78587.67,865.56184,354.26652,632.60089,233.63968,
A139,b,A139b,3,20170609,Cool,Heterotrophy,CH,17,20171119,Polyp,96124.51,748.89421,252.34676,736.02395,362.01598,
A139,b,A139b,3,20170609,Cool,Heterotrophy,CH,17,20171119,Polyp,54466.24,667.76966,285.39087,495.09244,177.89974,
A139,b,A139b,3,20170609,Cool,Heterotrophy,CH,17,20171119,Polyp,33240.04,654.79751,273.34398,635.07043,255.74204,
A139,c,A139c,4,20170609,Cool,Heterotrophy,CH,17,20171119,Polyp,62181.35,606.05037,277.40359,474.32673,285.63673,
A139,c,A139c,4,20170609,Cool,Heterotrophy,CH,17,20171119,Polyp,49017.68,546.21393,219.256,437.65647,206.71472,
A139,c,A139c,4,20170609,Cool,Heterotrophy,CH,17,20171119,Polyp,41603.13,510.21295,219.93183,469.1537,250.0498,
A319,a,A319a,6,20170610,Ambient,No Heterotrophy,AN,22,20171119,Polyp,102033.55,602.39,224.73,444.97,228.97,
A319,a,A319a,6,20170610,Ambient,No Heterotrophy,AN,22,20171119,Polyp,104752.31,530.05,247.44,502.37,267.52,
A319,a,A319a,6,20170610,Ambient,No Heterotrophy,AN,22,20171119,Polyp,57488.31,637.78,197.62,586.19,252.59,
A319,b,A319b,3,20170610,Ambient,No Heterotrophy,AN,22,20171119,Polyp,107906.73,558.91,206.41,555.99,278.11,
A319,b,A319b,3,20170610,Ambient,No Heterotrophy,AN,22,20171119,Polyp,82208.09,610.21,240.69,560.74,243.14,
A319,c,A319c,6,20170610,Ambient,No Heterotrophy,AN,22,20171119,Polyp,49296.18,632.05,257.7,477.05,260.82,
A319,c,A319c,6,20170610,Ambient,No Heterotrophy,AN,22,20171119,Polyp,42471.7,558.6,223.29,454.99,216.34,
A319,c,A319c,6,20170610,Ambient,No Heterotrophy,AN,22,20171119,Polyp,38961.57,513.94,230.67,484.61,274.06,
A361,a,A361a,5,20170610,Ambient,Heterotrophy,AH,21,20171119,Polyp,86683.29,779.6,289.78,830.4,432.19,
A361,a,A361a,5,20170610,Ambient,Heterotrophy,AH,21,20171119,Polyp,82822.98,793.93,254.2,929.26,392.16,
A361,a,A361a,5,20170610,Ambient,Heterotrophy,AH,21,20171119,Polyp,88668.6,735.62,233.29,827.18,341.71,
A361,b,A361b,3,20170610,Ambient,Heterotrophy,AH,21,20171119,Polyp,45215.28,664.49,305.89,639.1,354.2,
A361,b,A361b,3,20170610,Ambient,Heterotrophy,AH,21,20171119,Polyp,59683.76,711.37,264.43,692.89,302.67,
A361,b,A361b,3,20170610,Ambient,Heterotrophy,AH,21,20171119,Polyp,54753,802.48,252.37,880.66,334.32,
A405,a,A405a,6,20170610,Ambient,No Heterotrophy,AN,15,20171119,Polyp,101391.08,609.55,262.2,571.43,292.51,
A405,a,A405a,6,20170610,Ambient,No Heterotrophy,AN,15,20171119,Polyp,64208.01,709.26,304.75,587.33,246.42,
A405,a,A405a,6,20170610,Ambient,No Heterotrophy,AN,15,20171119,Polyp,59997.51,658,297.42,554.03,258.25,
A405,b,A405b,4,20170610,Ambient,No Heterotrophy,AN,15,20171119,Polyp,62283.37,592.49,202.3,469.08,226.81,
A405,b,A405b,4,20170610,Ambient,No Heterotrophy,AN,15,20171119,Polyp,58354.12,716.42,213.47,594.4,273.6,
A405,b,A405b,4,20170610,Ambient,No Heterotrophy,AN,15,20171119,Polyp,43340.27,711.72,237.95,522.2,238.33,
A406,a,A406a,5,20170610,Ambient,No Heterotrophy,AN,22,20171119,Polyp,70475.5,619.62,286.96,410.08,279.25,
A406,a,A406a,5,20170610,Ambient,No Heterotrophy,AN,22,20171119,Polyp,56848.6,644.62,229.28,371.24,149.93,
A406,a,A406a,5,20170610,Ambient,No Heterotrophy,AN,22,20171119,Polyp,88230.18,627.75,264.09,401.3,239.11,
A406,b,A406b,11,20170610,Ambient,No Heterotrophy,AN,22,20171119,Polyp,72223.67,558.93338,191.47167,536.73848,224.64989,
A406,b,A406b,11,20170610,Ambient,No Heterotrophy,AN,22,20171119,Polyp,108273.46,504.96374,180.13167,464.49298,224.33051,
A406,b,A406b,11,20170610,Ambient,No Heterotrophy,AN,22,20171119,Polyp,56517.72,488.10323,183.30425,477.29717,262.78418,
A497,a,A497a,4,20170611,Cool,Heterotrophy,CH,17,20171119,Polyp,64773.27,658.44536,206.79192,598.27342,277.30296,
A497,a,A497a,4,20170611,Cool,Heterotrophy,CH,17,20171119,Polyp,55875.25,719.55132,223.50387,623.6025,295.98215,
A497,a,A497a,4,20170611,Cool,Heterotrophy,CH,17,20171119,Polyp,53680.39,841.33953,181.66035,567.49255,225.15211,
A497,b,A497b,3,20170611,Cool,Heterotrophy,CH,17,20171119,Polyp,97042.72,918.53592,327.18254,655.19114,334.60869,
A497,b,A497b,3,20170611,Cool,Heterotrophy,CH,17,20171119,Polyp,66791.66,982.23143,238.0896,692.11568,219.12547,
A497,c,A497c,5,20170611,Cool,Heterotrophy,CH,17,20171119,Polyp,118180.68,689.68451,228.5433,591.83469,242.18137,
A497,c,A497c,5,20170611,Cool,Heterotrophy,CH,17,20171119,Polyp,111245.9,633.38067,214.77879,640.32688,332.94434,
A497,c,A497c,5,20170611,Cool,Heterotrophy,CH,17,20171119,Polyp,58701.55,717.22528,203.2268,690.57123,335.66649,
A535,a,A535a,11,20170612,Cool,Heterotrophy,CH,24,20171119,Polyp,96496.76,618.13407,211.21784,722.34321,330.85315,
A535,a,A535a,11,20170612,Cool,Heterotrophy,CH,24,20171119,Polyp,108833.21,780.04013,241.00549,681.7398,297.92297,
A535,a,A535a,11,20170612,Cool,Heterotrophy,CH,24,20171119,Polyp,85304.61,721.34525,314.76308,605.65588,321.85443,
A535,b,A535b,5,20170612,Cool,Heterotrophy,CH,24,20171119,Polyp,80104.22,714.13583,244.34516,596.87608,321.49203,
A535,b,A535b,5,20170612,Cool,Heterotrophy,CH,24,20171119,Polyp,75052.73,848.38503,330.80709,705.9899,362.73352,
A535,b,A535b,5,20170612,Cool,Heterotrophy,CH,24,20171119,Polyp,48022.27,804.30753,323.05616,523.5929,248.00931,
A535,c,A535c,1,20170612,Cool,Heterotrophy,CH,24,20171119,Polyp,76704.39,493.49493,174.37341,642.27435,343.89975,
A535,d,A535d,6,20170612,Cool,Heterotrophy,CH,24,20171119,Polyp,98060.18,786.2565,299.44852,537.75005,294.49373,
A535,d,A535d,6,20170612,Cool,Heterotrophy,CH,24,20171119,Polyp,104548.26,804.06148,323.22053,525.23702,287.30262,
A535,d,A535d,6,20170612,Cool,Heterotrophy,CH,24,20171119,Polyp,61381.71,934.22501,355.85598,533.21032,184.92766,
A058,a,A058a,2,20170609,Ambient,No Heterotrophy,AN,22,20171129,Polyp,90957.21,814.54,270.09,796.99,368.32,
A058,a,A058a,2,20170609,Ambient,No Heterotrophy,AN,22,20171129,Polyp,60411.12,835.16,285.67,605.13,281.88,
A058,b,A058b,7,20170609,Ambient,No Heterotrophy,AN,22,20171129,Polyp,114932.5,585.38,230.1,546.96,304.7,
A058,b,A058b,7,20170609,Ambient,No Heterotrophy,AN,22,20171129,Polyp,87118.96,690.57,259.37,713.28,371.65,
A058,b,A058b,7,20170609,Ambient,No Heterotrophy,AN,22,20171129,Polyp,74760.45,709.03,335.22,848.82,421.17,
A058,c,A058c,2,20170609,Ambient,No Heterotrophy,AN,22,20171129,Polyp,104997.71,493.83,220.59,521.54,305.59,
A058,c,A058c,2,20170609,Ambient,No Heterotrophy,AN,22,20171129,Polyp,93965.5,668.12,245.58,587.68,251.23,
A058,d,A058d,6,20170609,Ambient,No Heterotrophy,AN,22,20171129,Polyp,129461.06,644.87,287.41,522.27,304.4,
A058,d,A058d,6,20170609,Ambient,No Heterotrophy,AN,22,20171129,Polyp,114987.65,618.02,281.31,515.02,296.42,
A058,d,A058d,6,20170609,Ambient,No Heterotrophy,AN,22,20171129,Polyp,92917.7,646.09,270.81,624.98,318.43,
A058,e,A058e,1,20170609,Ambient,No Heterotrophy,AN,22,20171129,Polyp,85605.16,854.05,373.78,774.93,371.07,
A163,a,A163a,8,20170609,Cool,Heterotrophy,CH,19,20171129,Polyp,122719.3,976.93999,450.10274,637.28297,392.50443,
A163,a,A163a,8,20170609,Cool,Heterotrophy,CH,19,20171129,Polyp,118075.9,845.24807,360.3989,752.30197,458.76577,
A163,a,A163a,8,20170609,Cool,Heterotrophy,CH,19,20171129,Polyp,74815.59,874.32975,392.98103,597.83279,335.48572,
A395,a,A395a,8,20170610,Ambient,No Heterotrophy,AN,15,20171129,Polyp,117342.44,627.56,287.71,523.79,304.67,
A395,a,A395a,8,20170610,Ambient,No Heterotrophy,AN,15,20171129,Polyp,95479.29,699.2,332.24,600.76,292.68,
A395,a,A395a,8,20170610,Ambient,No Heterotrophy,AN,15,20171129,Polyp,89024.3,677.36,291.02,598.49,293.26,
A395,b,A395b,1,20170610,Ambient,No Heterotrophy,AN,15,20171129,Polyp,75606.96,815.47,289.54,667.29,266.72,
A395,c,A395c,8,20170610,Ambient,No Heterotrophy,AN,15,20171129,Polyp,86531.64,786.31,356.57,675.6,274.64,
A395,c,A395c,8,20170610,Ambient,No Heterotrophy,AN,15,20171129,Polyp,102951.75,555.64,236.73,455.96,218.59,
A395,c,A395c,8,20170610,Ambient,No Heterotrophy,AN,15,20171129,Polyp,52472.66,808.19,296.69,509.35,208.58,
A401,a,A401a,2,20170610,Ambient,No Heterotrophy,AN,15,20171129,Polyp,74528.83,789.91,309.99,626.58,393.19,
A401,a,A401a,2,20170610,Ambient,No Heterotrophy,AN,15,20171129,Polyp,45400.02,765.76,329.26,421.24,272.51,
A401,b,A401b,3,20170610,Ambient,No Heterotrophy,AN,15,20171129,Polyp,125981.26,705.79,378.23,505.75,301.09,
A401,b,A401b,3,20170610,Ambient,No Heterotrophy,AN,15,20171129,Polyp,85743.03,708.82,333.13,561.33,278.82,
A401,b,A401b,3,20170610,Ambient,No Heterotrophy,AN,15,20171129,Polyp,56603.2,757.99,272.3,619.28,274.16,
A401,c,A401c,1,20170610,Ambient,No Heterotrophy,AN,15,20171129,Polyp,62139.99,569.09,185.12,742.41,362.62,
A401,d,A401d,6,20170610,Ambient,No Heterotrophy,AN,15,20171129,Polyp,118026.27,883.1,377.06,382.62,199.6,
A401,d,A401d,6,20170610,Ambient,No Heterotrophy,AN,15,20171129,Polyp,113131.94,790.7,324.89,438.88,261.28,
A401,d,A401d,6,20170610,Ambient,No Heterotrophy,AN,15,20171129,Polyp,116228.46,842.76,367.12,388.25,201.94,
A407,a,A407a,6,20170610,Cool,No Heterotrophy,CN,13,20171129,Polyp,94326.71,757.87477,341.76313,518.32705,332.68831,"2-3 oversat. pixels on polyp, not included"
A407,a,A407a,6,20170610,Cool,No Heterotrophy,CN,13,20171129,Polyp,106252.32,687.9107,287.49911,572.49717,363.18902,"2-3 oversat. pixels on polyp, not included"
A407,a,A407a,6,20170610,Cool,No Heterotrophy,CN,13,20171129,Polyp,78728.3,699.90106,263.26248,574.42582,310.00911,"2-3 oversat. pixels on polyp, not included"
A407,b,A407b,10,20170610,Cool,No Heterotrophy,CN,13,20171129,Polyp,119435.28,644.49653,240.6499,803.71368,464.17459,
A407,b,A407b,10,20170610,Cool,No Heterotrophy,CN,13,20171129,Polyp,88257.75,754.70154,259.34746,589.79802,331.47262,
A407,b,A407b,10,20170610,Cool,No Heterotrophy,CN,13,20171129,Polyp,121426.1,560.97134,262.23843,482.62713,351.78507,
A409,a,A409a,5,20170611,Ambient,No Heterotrophy,AN,22,20171129,Polyp,105540.92,589.29,227.88,523.52,319.29,
A409,a,A409a,5,20170611,Ambient,No Heterotrophy,AN,22,20171129,Polyp,75750.34,566.87,212.31,576.97,307.06,
A409,a,A409a,5,20170611,Ambient,No Heterotrophy,AN,22,20171129,Polyp,25624.2,720.52,225.8,607.42,276.31,
A409,b,A409b,2,20170611,Ambient,No Heterotrophy,AN,22,20171129,Polyp,50743.79,686.25,239.26,633.37,321.72,
A409,b,A409b,2,20170611,Ambient,No Heterotrophy,AN,22,20171129,Polyp,23820.88,683.81,210.74,618.36,240.84,
A409,c,A409c,4,20170611,Ambient,No Heterotrophy,AN,22,20171129,Polyp,89812.9,651.57,266.45,749.33,431.29,
A409,c,A409c,4,20170611,Ambient,No Heterotrophy,AN,22,20171129,Polyp,67916.67,538.73,193.71,607.29,329.92,
A409,d,A409d,3,20170611,Ambient,No Heterotrophy,AN,22,20171129,Polyp,74953.46,673.87,208.57,688.18,315.24,
A409,d,A409d,3,20170611,Ambient,No Heterotrophy,AN,22,20171129,Polyp,29244.62,608.83,184.78,591.86,215.29,
A409,e,A409e,6,20170611,Ambient,No Heterotrophy,AN,22,20171129,Polyp,132996,616.23,270.52,660.76,374.77,
A409,e,A409e,6,20170611,Ambient,No Heterotrophy,AN,22,20171129,Polyp,55993.82,681.07,289.65,563.26,342.96,
A409,e,A409e,6,20170611,Ambient,No Heterotrophy,AN,22,20171129,Polyp,43271.33,594.72,194.43,810.28,412.83,
A083,a,A083a,4,20170609,Ambient,Heterotrophy,AH,18,20171212,Polyp,141019.94,751.23,290.46,566.24,315.51,
A083,a,A083a,4,20170609,Ambient,Heterotrophy,AH,18,20171212,Polyp,84706.26,760.95,244.22,564.54,247.25,
A083,a,A083a,4,20170609,Ambient,Heterotrophy,AH,18,20171212,Polyp,71203.45,888.6,288.76,534.06,224.49,
A083,b,A083b,6,20170609,Ambient,Heterotrophy,AH,18,20171212,Polyp,117938.03,904.5,378.95,697.15,399.68,
A083,b,A083b,6,20170609,Ambient,Heterotrophy,AH,18,20171212,Polyp,106365.37,937.48,368.84,687.06,368.22,
A083,b,A083b,6,20170609,Ambient,Heterotrophy,AH,18,20171212,Polyp,45113.25,841.99,278.29,788.74,365.7,
A083,c,A083c,3,20170609,Ambient,Heterotrophy,AH,18,20171212,Polyp,47440.47,720.32,256.25,781.08,411.79,
A083,c,A083c,3,20170609,Ambient,Heterotrophy,AH,18,20171212,Polyp,48466.21,772.21,219.82,943.09,419.14,
A083,c,A083c,3,20170609,Ambient,Heterotrophy,AH,18,20171212,Polyp,70450.68,868.22,278.88,933.86,418.25,
A110,a,A110a,6,20170609,Ambient,Heterotrophy,AH,14,20171212,Polyp,78593.18,782.03,258.28,894.16,427.07,
A110,a,A110a,6,20170609,Ambient,Heterotrophy,AH,14,20171212,Polyp,97293.64,712.45,318.3,698.74,394.91,
A110,a,A110a,6,20170609,Ambient,Heterotrophy,AH,14,20171212,Polyp,82114.34,777.98,305,713.21,336.2,
A110,b,A110b,8,20170609,Ambient,Heterotrophy,AH,14,20171212,Polyp,93562.92,937.35,388.48,706,328.47,
A110,b,A110b,8,20170609,Ambient,Heterotrophy,AH,14,20171212,Polyp,113691.9,1039.97,434.34,647.46,294.92,
A110,b,A110b,8,20170609,Ambient,Heterotrophy,AH,14,20171212,Polyp,95148.41,940.84,349.37,669.61,274.33,
A110,c,A110c,10,20170609,Ambient,Heterotrophy,AH,14,20171212,Polyp,97770.66,1204.54405,516.55823,673.35056,271.46962,
A110,c,A110c,10,20170609,Ambient,Heterotrophy,AH,14,20171212,Polyp,85638.25,1141.61617,477.02297,788.12341,371.18202,
A110,c,A110c,10,20170609,Ambient,Heterotrophy,AH,14,20171212,Polyp,79828.48,1184.37335,435.01987,763.7264,287.19866,
A113,a,A113a,2,20170609,Ambient,Heterotrophy,AH,14,20171212,Polyp,109423.29,1008.44,444.18,854.19,466.24,
A113,a,A113a,2,20170609,Ambient,Heterotrophy,AH,14,20171212,Polyp,53884.43,1112.8,499.43,735.39,289.63,
A113,c,A113c,1,20170609,Ambient,Heterotrophy,AH,14,20171212,Polyp,132935.34,1001.39,459.74,908.26,438.59,
A113,d,A113d,2,20170609,Ambient,Heterotrophy,AH,14,20171212,Polyp,81780.7,843.51,283.23,907.63,418.34,
A113,e,A113e,7,20170609,Ambient,Heterotrophy,AH,14,20171212,Polyp,111844.25,826.46,330.58,852.75,450.12,
A113,e,A113e,7,20170609,Ambient,Heterotrophy,AH,14,20171212,Polyp,74647.39,804.36,291.64,771.41,398.46,
A113,e,A113e,7,20170609,Ambient,Heterotrophy,AH,14,20171212,Polyp,64271.43,953.64,330.2,770.59,352.8,
A180,a,A180a,5,20170609,Ambient,Heterotrophy,AH,21,20171212,Polyp,121961.03,886.13,351.07,773.65,371.26,
A180,a,A180a,5,20170609,Ambient,Heterotrophy,AH,21,20171212,Polyp,67174.93,890.33,335.51,691.53,329.18,
A180,a,A180a,5,20170609,Ambient,Heterotrophy,AH,21,20171212,Polyp,77884.54,902.38,313.34,742.61,318.4,
A180,b,A180b,2,20170609,Ambient,Heterotrophy,AH,21,20171212,Polyp,121420.58,1050.14,490.12,874.1,402.49,
A180,c,A180c,7,20170609,Ambient,Heterotrophy,AH,21,20171212,Polyp,113890.22,917.43,318.47,920.33,359,
A180,c,A180c,7,20170609,Ambient,Heterotrophy,AH,21,20171212,Polyp,90030.74,767.83,292.26,958.1,379.87,
A180,c,A180c,7,20170609,Ambient,Heterotrophy,AH,21,20171212,Polyp,67500.3,1013.5,408.77,773.34,342.16,
A336,a,A336a,6,20170610,Cool,Heterotrophy,CH,24,20171212,Polyp,75295.38,739.5273,276.9857,605.41169,300.96188,
A336,a,A336a,6,20170610,Cool,Heterotrophy,CH,24,20171212,Polyp,99516.07,937.48779,268.33277,616.83708,277.6501,
A336,a,A336a,6,20170610,Cool,Heterotrophy,CH,24,20171212,Polyp,84187.88,922.25976,293.504,490.10261,201.89598,
A336,b,A336b,1,20170610,Cool,Heterotrophy,CH,24,20171212,Polyp,88971.91,714.09115,269.56011,531.29535,265.5496,
A336,c,A336c,5,20170610,Cool,Heterotrophy,CH,24,20171212,Polyp,106685.22,749.69543,296.65413,574.30793,328.46735,
A336,c,A336c,5,20170610,Cool,Heterotrophy,CH,24,20171212,Polyp,91009.6,768.48915,236.93276,645.25656,350.66189,
A336,c,A336c,5,20170610,Cool,Heterotrophy,CH,24,20171212,Polyp,57154.67,836.15805,210.98221,623.89034,264.652,
A336,d,A336d,1,20170610,Cool,Heterotrophy,CH,24,20171212,Polyp,72959.89,743.93303,237.80688,876.09308,381.80108,
A336,e,A336e,1,20170610,Cool,Heterotrophy,CH,24,20171212,Polyp,50807.21,843.41854,238.58368,861.07142,319.8061,
A348,a,A348a,2,20170610,Cool,No Heterotrophy,CN,23,20171212,Polyp,33843.9,638.71207,197.41581,592.51092,279.26124,
A348,a,A348a,2,20170610,Cool,No Heterotrophy,CN,23,20171212,Polyp,78584.91,682.98463,223.16438,589.532,273.32654,
A348,b,A348b,2,20170610,Cool,No Heterotrophy,CN,23,20171212,Polyp,98153.93,683.04295,218.072,751.88083,364.8764,
A349,a,A349a,3,20170610,Cool,No Heterotrophy,CN,23,20171212,Polyp,92493.06,691.07235,340.40903,541.15738,314.05889,
A349,a,A349a,3,20170610,Cool,No Heterotrophy,CN,23,20171212,Polyp,45623.37,659.63465,226.14484,500.9589,213.81085,
A349,a,A349a,3,20170610,Cool,No Heterotrophy,CN,23,20171212,Polyp,30761.17,597.29921,198.55322,534.32054,279.70559,
A349,b,A349b,3,20170610,Cool,No Heterotrophy,CN,23,20171212,Polyp,132127.43,730.02963,302.48422,664.912,403.50074,
A349,b,A349b,3,20170610,Cool,No Heterotrophy,CN,23,20171212,Polyp,61596.78,803.15507,279.6462,519.94364,223.08248,
A349,c,A349c,2,20170610,Cool,No Heterotrophy,CN,23,20171212,Polyp,124263.43,751.65291,335.51869,617.5083,374.60006,
A349,c,A349c,2,20170610,Cool,No Heterotrophy,CN,23,20171212,Polyp,75797.22,605.47099,245.64843,537.57754,289.83403,
A349,d,A349d,2,20170610,Cool,No Heterotrophy,CN,23,20171212,Polyp,121828.67,649.5666,277.47269,506.69873,300.48233,
A349,d,A349d,2,20170610,Cool,No Heterotrophy,CN,23,20171212,Polyp,54791.61,714.08837,257.86808,529.32228,206.47471,
A349,d,A349d,2,20170610,Cool,No Heterotrophy,CN,23,20171212,Polyp,67125.3,729.25748,302.5402,506.25238,230.07168,
A357,a,A357a,4,20170610,Ambient,Heterotrophy,AH,21,20171212,Polyp,102350.64,1045.92,387.66,791.75,324.94,
A357,a,A357a,4,20170610,Ambient,Heterotrophy,AH,21,20171212,Polyp,54253.92,941.91,349.21,742.37,257.57,
A357,a,A357a,4,20170610,Ambient,Heterotrophy,AH,21,20171212,Polyp,50186.81,807.76,185.02,655.47,205.57,
A424,a,A424a,5,20170611,Cool,No Heterotrophy,CN,20,20171212,Polyp,76596.85,684.38947,220.5209,775.00853,346.47242,
A424,a,A424a,5,20170611,Cool,No Heterotrophy,CN,20,20171212,Polyp,89209.04,730.34819,227.93278,727.5695,290.01169,
A424,a,A424a,5,20170611,Cool,No Heterotrophy,CN,20,20171212,Polyp,46748.37,662.69871,181.82353,761.83933,311.82477,
A424,b,A424b,3,20170611,Cool,No Heterotrophy,CN,20,20171212,Polyp,111924.22,690.66332,314.80963,553.79668,344.75108,
A424,b,A424b,3,20170611,Cool,No Heterotrophy,CN,20,20171212,Polyp,63165.73,704.32609,266.32882,598.7445,264.1701,
A424,b,A424b,3,20170611,Cool,No Heterotrophy,CN,20,20171212,Polyp,40643.57,555.98677,210.90012,609.581,306.35127,
A424,c,A424c,3,20170611,Cool,No Heterotrophy,CN,20,20171212,Polyp,80564.7,618.6469,275.09531,490.79499,292.56308,
A424,c,A424c,3,20170611,Cool,No Heterotrophy,CN,20,20171212,Polyp,58864.24,727.11462,227.77495,566.16208,238.73954,
A424,c,A424c,3,20170611,Cool,No Heterotrophy,CN,20,20171212,Polyp,47302.6,653.72725,228.39809,532.95681,246.06097,
A449,a,A449a,3,20170611,Ambient,Heterotrophy,AH,18,20171212,Polyp,139881.14,914.84,406.49,599.86,339.3,
A449,a,A449a,3,20170611,Ambient,Heterotrophy,AH,18,20171212,Polyp,68550.86,892.53,305.26,616.23,292.87,
A449,a,A449a,3,20170611,Ambient,Heterotrophy,AH,18,20171212,Polyp,39022.23,903.45,287.57,682.93,319.03,
A449,b,A449b,4,20170611,Ambient,Heterotrophy,AH,18,20171212,Polyp,82850.56,865.77,297.75,675.23,348.89,
A449,b,A449b,4,20170611,Ambient,Heterotrophy,AH,18,20171212,Polyp,51860.53,925.44,333.49,559.15,221.38,
A449,b,A449b,4,20170611,Ambient,Heterotrophy,AH,18,20171212,Polyp,62239.25,863.54,331.73,515.55,33.02,
A449,c,A449c,7,20170611,Ambient,Heterotrophy,AH,18,20171212,Polyp,101506.89,745.73,258.19,717.93,401.95,
A449,c,A449c,7,20170611,Ambient,Heterotrophy,AH,18,20171212,Polyp,60005.78,633.64,178.95,780.5,384.54,
A449,c,A449c,7,20170611,Ambient,Heterotrophy,AH,18,20171212,Polyp,62843.11,612.78,218.02,653.75,279.04,
A630,a,A630a,2,20170612,Ambient,Heterotrophy,AH,21,20171212,Polyp,48648.2,579.70714,169.42752,728.02681,249.66949,
A630,a,A630a,2,20170612,Ambient,Heterotrophy,AH,21,20171212,Polyp,97748.6,734.22499,316.54274,794.1174,332.97061,