Plug,Spat,Sample,Polyps,Cohort,Temperature,Nutrition,Treatment,Tank,ScanDate,Slice,Position,Tissue,Thickness,Notes
A449,a,A449a,3,20170611,Ambient,Heterotrophy,AH,18,20171212,2,0.31,Polyp,768.38,
A449,a,A449a,3,20170611,Ambient,Heterotrophy,AH,18,20171212,2,0.31,Connecting,498.48,
A449,a,A449a,3,20170611,Ambient,Heterotrophy,AH,18,20171212,2,0.31,Connecting,304.94,
A449,a,A449a,3,20170611,Ambient,Heterotrophy,AH,18,20171212,2,0.31,Connecting,466.82,
A449,a,A449a,3,20170611,Ambient,Heterotrophy,AH,18,20171212,3,0.51,Polyp,838.53,
A449,a,A449a,3,20170611,Ambient,Heterotrophy,AH,18,20171212,3,0.51,Polyp,843.88,
A449,a,A449a,3,20170611,Ambient,Heterotrophy,AH,18,20171212,3,0.51,Connecting,507.1,
A449,a,A449a,3,20170611,Ambient,Heterotrophy,AH,18,20171212,3,0.51,Connecting,483.7,
A449,a,A449a,3,20170611,Ambient,Heterotrophy,AH,18,20171212,3,0.51,Connecting,333.95,
A449,b,A449b,4,20170611,Ambient,Heterotrophy,AH,18,20171212,1,0.43,Polyp,1105.6,
A449,b,A449b,4,20170611,Ambient,Heterotrophy,AH,18,20171212,1,0.43,Polyp,878.63,
A449,b,A449b,4,20170611,Ambient,Heterotrophy,AH,18,20171212,1,0.43,Connecting,362.07,
A449,b,A449b,4,20170611,Ambient,Heterotrophy,AH,18,20171212,1,0.43,Connecting,508.38,
A449,b,A449b,4,20170611,Ambient,Heterotrophy,AH,18,20171212,1,0.43,Connecting,162.4,
A449,b,A449b,4,20170611,Ambient,Heterotrophy,AH,18,20171212,2,0.19,Polyp,695.46,
A449,b,A449b,4,20170611,Ambient,Heterotrophy,AH,18,20171212,2,0.19,Polyp,901.83,
A449,b,A449b,4,20170611,Ambient,Heterotrophy,AH,18,20171212,2,0.19,Connecting,556.39,
A449,b,A449b,4,20170611,Ambient,Heterotrophy,AH,18,20171212,2,0.19,Connecting,593.77,
A449,b,A449b,4,20170611,Ambient,Heterotrophy,AH,18,20171212,3,-0.02,Polyp,777.22,
A449,b,A449b,4,20170611,Ambient,Heterotrophy,AH,18,20171212,3,-0.02,Polyp,939.24,
A449,b,A449b,4,20170611,Ambient,Heterotrophy,AH,18,20171212,3,-0.02,Connecting,484.76,
A449,c,A449c,7,20170611,Ambient,Heterotrophy,AH,18,20171212,1,-0.14,Polyp,704.89,
A449,c,A449c,7,20170611,Ambient,Heterotrophy,AH,18,20171212,1,-0.14,Polyp,657.07,
A449,c,A449c,7,20170611,Ambient,Heterotrophy,AH,18,20171212,1,-0.14,Connecting,88.04,
A449,c,A449c,7,20170611,Ambient,Heterotrophy,AH,18,20171212,1,-0.14,Connecting,514.69,
A449,c,A449c,7,20170611,Ambient,Heterotrophy,AH,18,20171212,1,-0.14,Connecting,377.32,
A449,c,A449c,7,20170611,Ambient,Heterotrophy,AH,18,20171212,2,0.14,Polyp,669.7,
A449,c,A449c,7,20170611,Ambient,Heterotrophy,AH,18,20171212,2,0.14,Polyp,659.3,
A449,c,A449c,7,20170611,Ambient,Heterotrophy,AH,18,20171212,2,0.14,Connecting,481.77,
A449,c,A449c,7,20170611,Ambient,Heterotrophy,AH,18,20171212,2,0.14,Connecting,591.27,
A449,c,A449c,7,20170611,Ambient,Heterotrophy,AH,18,20171212,2,0.14,Connecting,371.3,
A449,c,A449c,7,20170611,Ambient,Heterotrophy,AH,18,20171212,3,0.48,Connecting,255.9,
A449,c,A449c,7,20170611,Ambient,Heterotrophy,AH,18,20171212,3,0.48,Connecting,280.35,
A449,c,A449c,7,20170611,Ambient,Heterotrophy,AH,18,20171212,3,0.48,Connecting,326.9,
A449,c,A449c,7,20170611,Ambient,Heterotrophy,AH,18,20171212,3,0.48,Connecting,340.9,
A449,c,A449c,7,20170611,Ambient,Heterotrophy,AH,18,20171212,3,0.48,Connecting,386.18,
A630,a,A630a,2,20170612,Ambient,Heterotrophy,AH,21,20171212,1,0.06,Polyp,1091.96,
A630,a,A630a,2,20170612,Ambient,Heterotrophy,AH,21,20171212,1,0.06,Polyp,897.54,
A630,a,A630a,2,20170612,Ambient,Heterotrophy,AH,21,20171212,1,0.06,Connecting,410.03,
A630,a,A630a,2,20170612,Ambient,Heterotrophy,AH,21,20171212,1,0.06,Connecting,471.94,
A630,a,A630a,2,20170612,Ambient,Heterotrophy,AH,21,20171212,1,0.06,Connecting,224.61,
A052,a,A052a,2,20170609,Ambient,No Heterotrophy,AN,22,20171119,1,-0.14,Connecting,317.5,
A052,a,A052a,2,20170609,Ambient,No Heterotrophy,AN,22,20171119,1,-0.14,Connecting,495.14,
A052,a,A052a,2,20170609,Ambient,No Heterotrophy,AN,22,20171119,1,-0.14,Connecting,148.19,
A052,a,A052a,2,20170609,Ambient,No Heterotrophy,AN,22,20171119,2,-0.04,Polyp,490.16,
A052,a,A052a,2,20170609,Ambient,No Heterotrophy,AN,22,20171119,2,-0.04,Polyp,468.66,
A052,a,A052a,2,20170609,Ambient,No Heterotrophy,AN,22,20171119,2,-0.04,Connecting,238.78,
A052,a,A052a,2,20170609,Ambient,No Heterotrophy,AN,22,20171119,2,-0.04,Connecting,199.33,
A052,a,A052a,2,20170609,Ambient,No Heterotrophy,AN,22,20171119,3,0.27,Polyp,491.2,
A052,a,A052a,2,20170609,Ambient,No Heterotrophy,AN,22,20171119,3,0.27,Polyp,511.42,
A052,a,A052a,2,20170609,Ambient,No Heterotrophy,AN,22,20171119,3,0.27,Connecting,324.59,
A052,a,A052a,2,20170609,Ambient,No Heterotrophy,AN,22,20171119,3,0.27,Connecting,245.92,
A052,a,A052a,2,20170609,Ambient,No Heterotrophy,AN,22,20171119,3,0.27,Connecting,154.18,
A052,b,A052b,2,20170609,Ambient,No Heterotrophy,AN,22,20171119,1,0.31,Connecting,93.06,
A052,b,A052b,2,20170609,Ambient,No Heterotrophy,AN,22,20171119,1,0.31,Connecting,229.22,
A052,b,A052b,2,20170609,Ambient,No Heterotrophy,AN,22,20171119,1,0.31,Polyp,554.67,
A052,b,A052b,2,20170609,Ambient,No Heterotrophy,AN,22,20171119,2,0.12,Polyp,727.93,
A052,b,A052b,2,20170609,Ambient,No Heterotrophy,AN,22,20171119,2,0.12,Polyp,697.04,
A052,b,A052b,2,20170609,Ambient,No Heterotrophy,AN,22,20171119,2,0.12,Polyp,503.9,
A052,b,A052b,2,20170609,Ambient,No Heterotrophy,AN,22,20171119,2,0.12,Connecting,184.04,
A052,b,A052b,2,20170609,Ambient,No Heterotrophy,AN,22,20171119,2,0.12,Connecting,324.83,
A052,b,A052b,2,20170609,Ambient,No Heterotrophy,AN,22,20171119,2,0.12,Connecting,195.07,
A052,c,A052c,6,20170609,Ambient,No Heterotrophy,AN,22,20171119,1,0.29,Polyp,475.3,
A052,c,A052c,6,20170609,Ambient,No Heterotrophy,AN,22,20171119,1,0.29,Polyp,465.12,
A052,c,A052c,6,20170609,Ambient,No Heterotrophy,AN,22,20171119,1,0.29,Polyp,578.8,
A052,c,A052c,6,20170609,Ambient,No Heterotrophy,AN,22,20171119,1,0.29,Polyp,495.38,
A052,c,A052c,6,20170609,Ambient,No Heterotrophy,AN,22,20171119,1,0.29,Connecting,295.18,
A052,c,A052c,6,20170609,Ambient,No Heterotrophy,AN,22,20171119,1,0.29,Connecting,227.81,
A052,c,A052c,6,20170609,Ambient,No Heterotrophy,AN,22,20171119,2,-0.08,Polyp,403.6,
A052,c,A052c,6,20170609,Ambient,No Heterotrophy,AN,22,20171119,2,-0.08,Polyp,516.72,
A052,c,A052c,6,20170609,Ambient,No Heterotrophy,AN,22,20171119,2,-0.08,Polyp,612.5,
A052,c,A052c,6,20170609,Ambient,No Heterotrophy,AN,22,20171119,2,-0.08,Polyp,590.6,
A052,c,A052c,6,20170609,Ambient,No Heterotrophy,AN,22,20171119,2,-0.08,Connecting,334.15,
A052,c,A052c,6,20170609,Ambient,No Heterotrophy,AN,22,20171119,2,-0.08,Connecting,288.04,
A052,c,A052c,6,20170609,Ambient,No Heterotrophy,AN,22,20171119,3,-0.42,Polyp,466.83,
A052,c,A052c,6,20170609,Ambient,No Heterotrophy,AN,22,20171119,3,-0.42,Polyp,586.13,
A052,c,A052c,6,20170609,Ambient,No Heterotrophy,AN,22,20171119,3,-0.42,Connecting,210.17,
A052,d,A052d,4,20170609,Ambient,No Heterotrophy,AN,22,20171119,1,-0.07,Polyp,839.74,
A052,d,A052d,4,20170609,Ambient,No Heterotrophy,AN,22,20171119,1,-0.07,Polyp,93.17,
A052,d,A052d,4,20170609,Ambient,No Heterotrophy,AN,22,20171119,1,-0.07,Connecting,239.6,
A052,d,A052d,4,20170609,Ambient,No Heterotrophy,AN,22,20171119,1,-0.07,Connecting,203.85,
A052,d,A052d,4,20170609,Ambient,No Heterotrophy,AN,22,20171119,2,0.2,Polyp,615.89,
A052,d,A052d,4,20170609,Ambient,No Heterotrophy,AN,22,20171119,2,0.2,Polyp,901.08,
A052,d,A052d,4,20170609,Ambient,No Heterotrophy,AN,22,20171119,2,0.2,Connecting,223.66,
A052,d,A052d,4,20170609,Ambient,No Heterotrophy,AN,22,20171119,2,0.2,Connecting,252.81,
A052,d,A052d,4,20170609,Ambient,No Heterotrophy,AN,22,20171119,3,0.45,Polyp,931.25,
A052,d,A052d,4,20170609,Ambient,No Heterotrophy,AN,22,20171119,3,0.45,Polyp,714.14,
A052,d,A052d,4,20170609,Ambient,No Heterotrophy,AN,22,20171119,3,0.45,Connecting,346.31,
A052,d,A052d,4,20170609,Ambient,No Heterotrophy,AN,22,20171119,3,0.45,Connecting,369.58,
A052,d,A052d,4,20170609,Ambient,No Heterotrophy,AN,22,20171119,3,0.45,Connecting,157.26,
A052,e,A052e,3,20170609,Ambient,No Heterotrophy,AN,22,20171119,1,0.38,Polyp,807.13,
A052,e,A052e,3,20170609,Ambient,No Heterotrophy,AN,22,20171119,1,0.38,Polyp,501.93,
A052,e,A052e,3,20170609,Ambient,No Heterotrophy,AN,22,20171119,1,0.38,Connecting,189.69,
A052,e,A052e,3,20170609,Ambient,No Heterotrophy,AN,22,20171119,1,0.38,Connecting,222.96,
A052,e,A052e,3,20170609,Ambient,No Heterotrophy,AN,22,20171119,2,0.05,Polyp,583.1,
A052,e,A052e,3,20170609,Ambient,No Heterotrophy,AN,22,20171119,2,0.05,Polyp,758.31,
A052,e,A052e,3,20170609,Ambient,No Heterotrophy,AN,22,20171119,2,0.05,Connecting,333.9,
A052,e,A052e,3,20170609,Ambient,No Heterotrophy,AN,22,20171119,2,0.05,Connecting,261.35,
A052,e,A052e,3,20170609,Ambient,No Heterotrophy,AN,22,20171119,2,0.05,Connecting,363.75,
A052,e,A052e,3,20170609,Ambient,No Heterotrophy,AN,22,20171119,3,-0.23,Polyp,481.85,
A052,e,A052e,3,20170609,Ambient,No Heterotrophy,AN,22,20171119,3,-0.23,Polyp,851.77,
A052,e,A052e,3,20170609,Ambient,No Heterotrophy,AN,22,20171119,3,-0.23,Connecting,373.32,
A052,e,A052e,3,20170609,Ambient,No Heterotrophy,AN,22,20171119,3,-0.23,Connecting,193.47,
A052,e,A052e,3,20170609,Ambient,No Heterotrophy,AN,22,20171119,3,-0.23,Connecting,263.35,
A052,f,A052f,4,20170609,Ambient,No Heterotrophy,AN,22,20171119,1,0.2,Polyp,770.31,
A052,f,A052f,4,20170609,Ambient,No Heterotrophy,AN,22,20171119,1,0.2,Polyp,601.49,
A052,f,A052f,4,20170609,Ambient,No Heterotrophy,AN,22,20171119,1,0.2,Polyp,631.2,
A052,f,A052f,4,20170609,Ambient,No Heterotrophy,AN,22,20171119,1,0.2,Polyp,619.5,
A052,f,A052f,4,20170609,Ambient,No Heterotrophy,AN,22,20171119,1,0.2,Connecting,304.88,
A052,f,A052f,4,20170609,Ambient,No Heterotrophy,AN,22,20171119,1,0.2,Connecting,164.78,
A052,f,A052f,4,20170609,Ambient,No Heterotrophy,AN,22,20171119,1,0.2,Connecting,299.26,
A052,f,A052f,4,20170609,Ambient,No Heterotrophy,AN,22,20171119,2,0.37,Polyp,864.04,
A052,f,A052f,4,20170609,Ambient,No Heterotrophy,AN,22,20171119,2,0.37,Polyp,892.06,
A052,f,A052f,4,20170609,Ambient,No Heterotrophy,AN,22,20171119,2,0.37,Polyp,784.51,
A052,f,A052f,4,20170609,Ambient,No Heterotrophy,AN,22,20171119,2,0.37,Connecting,334.02,
A052,f,A052f,4,20170609,Ambient,No Heterotrophy,AN,22,20171119,2,0.37,Connecting,387.35,
A052,f,A052f,4,20170609,Ambient,No Heterotrophy,AN,22,20171119,2,0.37,Connecting,334.24,
A058,a,A058a,2,20170609,Ambient,No Heterotrophy,AN,22,20171129,1,0.08,Polyp,1019.25,
A058,a,A058a,2,20170609,Ambient,No Heterotrophy,AN,22,20171129,1,0.08,Polyp,674.66,
A058,a,A058a,2,20170609,Ambient,No Heterotrophy,AN,22,20171129,1,0.08,Connecting,435.48,
A058,a,A058a,2,20170609,Ambient,No Heterotrophy,AN,22,20171129,1,0.08,Connecting,534.21,
A058,a,A058a,2,20170609,Ambient,No Heterotrophy,AN,22,20171129,1,0.08,Connecting,290.52,
A058,a,A058a,2,20170609,Ambient,No Heterotrophy,AN,22,20171129,2,0.37,Polyp,898.84,
A058,a,A058a,2,20170609,Ambient,No Heterotrophy,AN,22,20171129,2,0.37,Polyp,624.69,
A058,a,A058a,2,20170609,Ambient,No Heterotrophy,AN,22,20171129,2,0.37,Connecting,375.37,
A058,a,A058a,2,20170609,Ambient,No Heterotrophy,AN,22,20171129,2,0.37,Connecting,277.38,
A058,a,A058a,2,20170609,Ambient,No Heterotrophy,AN,22,20171129,2,0.37,Connecting,209.85,
A058,b,A058b,7,20170609,Ambient,No Heterotrophy,AN,22,20171129,1,-0.37,Polyp,473.09,
A058,b,A058b,7,20170609,Ambient,No Heterotrophy,AN,22,20171129,1,-0.37,Polyp,707.07,
A058,b,A058b,7,20170609,Ambient,No Heterotrophy,AN,22,20171129,1,-0.37,Polyp,919.41,
A058,b,A058b,7,20170609,Ambient,No Heterotrophy,AN,22,20171129,1,-0.37,Polyp,991.03,
A058,b,A058b,7,20170609,Ambient,No Heterotrophy,AN,22,20171129,1,-0.37,Connecting,382.93,
A058,b,A058b,7,20170609,Ambient,No Heterotrophy,AN,22,20171129,2,0.03,Polyp,971.21,
A058,b,A058b,7,20170609,Ambient,No Heterotrophy,AN,22,20171129,2,0.03,Polyp,850.03,
A058,b,A058b,7,20170609,Ambient,No Heterotrophy,AN,22,20171129,2,0.03,Connecting,241.21,
A058,b,A058b,7,20170609,Ambient,No Heterotrophy,AN,22,20171129,2,0.03,Connecting,288.08,
A058,b,A058b,7,20170609,Ambient,No Heterotrophy,AN,22,20171129,2,0.03,Connecting,242.36,
A058,c,A058c,2,20170609,Ambient,No Heterotrophy,AN,22,20171129,1,0.26,Polyp,936.8,
A058,c,A058c,2,20170609,Ambient,No Heterotrophy,AN,22,20171129,1,0.26,Polyp,624.68,
A058,c,A058c,2,20170609,Ambient,No Heterotrophy,AN,22,20171129,1,0.26,Connecting,284.81,
A058,c,A058c,2,20170609,Ambient,No Heterotrophy,AN,22,20171129,1,0.26,Connecting,176.42,
A058,c,A058c,2,20170609,Ambient,No Heterotrophy,AN,22,20171129,2,-0.08,Polyp,613.03,
A058,c,A058c,2,20170609,Ambient,No Heterotrophy,AN,22,20171129,2,-0.08,Polyp,740.88,
A058,c,A058c,2,20170609,Ambient,No Heterotrophy,AN,22,20171129,2,-0.08,Connecting,109.52,
A058,d,A058d,6,20170609,Ambient,No Heterotrophy,AN,22,20171129,1,-0.44,Polyp,648.1,
A058,d,A058d,6,20170609,Ambient,No Heterotrophy,AN,22,20171129,1,-0.44,Polyp,657.41,
A058,d,A058d,6,20170609,Ambient,No Heterotrophy,AN,22,20171129,1,-0.44,Connecting,418.87,
A058,d,A058d,6,20170609,Ambient,No Heterotrophy,AN,22,20171129,2,-0.19,Polyp,753.79,
A058,d,A058d,6,20170609,Ambient,No Heterotrophy,AN,22,20171129,2,-0.19,Polyp,928.19,
A058,d,A058d,6,20170609,Ambient,No Heterotrophy,AN,22,20171129,2,-0.19,Connecting,397.63,
A058,d,A058d,6,20170609,Ambient,No Heterotrophy,AN,22,20171129,2,-0.19,Connecting,403.66,
A058,d,A058d,6,20170609,Ambient,No Heterotrophy,AN,22,20171129,2,-0.19,Connecting,339.7,
A058,d,A058d,6,20170609,Ambient,No Heterotrophy,AN,22,20171129,3,0.58,Polyp,516.32,
A058,d,A058d,6,20170609,Ambient,No Heterotrophy,AN,22,20171129,3,0.58,Polyp,502.7,
A058,d,A058d,6,20170609,Ambient,No Heterotrophy,AN,22,20171129,3,0.58,Polyp,767.59,
A058,d,A058d,6,20170609,Ambient,No Heterotrophy,AN,22,20171129,3,0.58,Polyp,826.55,
A058,d,A058d,6,20170609,Ambient,No Heterotrophy,AN,22,20171129,3,0.58,Connecting,263.17,
A058,d,A058d,6,20170609,Ambient,No Heterotrophy,AN,22,20171129,3,0.58,Connecting,203.87,
A058,e,A058e,1,20170609,Ambient,No Heterotrophy,AN,22,20171129,1,0.23,Polyp,1110.65,
A058,e,A058e,1,20170609,Ambient,No Heterotrophy,AN,22,20171129,1,0.23,Polyp,922.21,
A058,e,A058e,1,20170609,Ambient,No Heterotrophy,AN,22,20171129,1,0.23,Connecting,302.38,
A058,e,A058e,1,20170609,Ambient,No Heterotrophy,AN,22,20171129,1,0.23,Connecting,461.73,
A058,e,A058e,1,20170609,Ambient,No Heterotrophy,AN,22,20171129,1,0.23,Connecting,150.33,
A092,a,A092a,4,20170609,Ambient,No Heterotrophy,AN,16,20171119,1,0.04,Polyp,689.04,
A092,a,A092a,4,20170609,Ambient,No Heterotrophy,AN,16,20171119,1,0.04,Polyp,691.69,
A092,a,A092a,4,20170609,Ambient,No Heterotrophy,AN,16,20171119,1,0.04,Polyp,493.28,
A092,a,A092a,4,20170609,Ambient,No Heterotrophy,AN,16,20171119,1,0.04,Connecting,308.76,
A092,a,A092a,4,20170609,Ambient,No Heterotrophy,AN,16,20171119,2,-0.55,Polyp,720.22,
A092,a,A092a,4,20170609,Ambient,No Heterotrophy,AN,16,20171119,2,-0.55,Polyp,517.06,
A092,a,A092a,4,20170609,Ambient,No Heterotrophy,AN,16,20171119,2,-0.55,Connecting,385.82,
A092,a,A092a,4,20170609,Ambient,No Heterotrophy,AN,16,20171119,2,-0.55,Connecting,225.43,
A092,b,A092b,1,20170609,Ambient,No Heterotrophy,AN,16,20171119,1,0.19,Polyp,669.3,
A092,b,A092b,1,20170609,Ambient,No Heterotrophy,AN,16,20171119,1,0.19,Polyp,523.73,
A092,b,A092b,1,20170609,Ambient,No Heterotrophy,AN,16,20171119,1,0.19,Connecting,342.6,
A092,b,A092b,1,20170609,Ambient,No Heterotrophy,AN,16,20171119,1,0.19,Connecting,380.65,
A092,b,A092b,1,20170609,Ambient,No Heterotrophy,AN,16,20171119,1,0.19,Connecting,322.74,
A283,a,A283a,10,20170610,Ambient,No Heterotrophy,AN,16,20171106,1,0.3,Polyp,729.13,
A283,a,A283a,10,20170610,Ambient,No Heterotrophy,AN,16,20171106,1,0.3,Polyp,544.03,
A283,a,A283a,10,20170610,Ambient,No Heterotrophy,AN,16,20171106,1,0.3,Connecting,377.55,
A283,a,A283a,10,20170610,Ambient,No Heterotrophy,AN,16,20171106,1,0.3,Connecting,398.31,
A283,a,A283a,10,20170610,Ambient,No Heterotrophy,AN,16,20171106,1,0.3,Connecting,527.46,
A283,a,A283a,10,20170610,Ambient,No Heterotrophy,AN,16,20171106,2,0.04,Polyp,735.33,
A283,a,A283a,10,20170610,Ambient,No Heterotrophy,AN,16,20171106,2,0.04,Polyp,666.61,
A283,a,A283a,10,20170610,Ambient,No Heterotrophy,AN,16,20171106,2,0.04,Connecting,499.73,
A283,a,A283a,10,20170610,Ambient,No Heterotrophy,AN,16,20171106,2,0.04,Connecting,589.11,
A283,a,A283a,10,20170610,Ambient,No Heterotrophy,AN,16,20171106,2,0.04,Connecting,713.87,
A283,a,A283a,10,20170610,Ambient,No Heterotrophy,AN,16,20171106,3,-0.26,Polyp,705.32,
A283,a,A283a,10,20170610,Ambient,No Heterotrophy,AN,16,20171106,3,-0.26,Polyp,522.36,
A283,a,A283a,10,20170610,Ambient,No Heterotrophy,AN,16,20171106,3,-0.26,Connecting,457.04,
A283,a,A283a,10,20170610,Ambient,No Heterotrophy,AN,16,20171106,3,-0.26,Connecting,788.53,
A283,a,A283a,10,20170610,Ambient,No Heterotrophy,AN,16,20171106,3,-0.26,Connecting,124.21,
A283,b,A283b,3,20170610,Ambient,No Heterotrophy,AN,16,20171106,1,-0.02,Polyp,566.07,
A283,b,A283b,3,20170610,Ambient,No Heterotrophy,AN,16,20171106,1,-0.02,Polyp,748.2,
A283,b,A283b,3,20170610,Ambient,No Heterotrophy,AN,16,20171106,1,-0.02,Polyp,886.24,
A283,b,A283b,3,20170610,Ambient,No Heterotrophy,AN,16,20171106,1,-0.02,Polyp,649.11,
A283,b,A283b,3,20170610,Ambient,No Heterotrophy,AN,16,20171106,1,-0.02,Connecting,279.72,
A283,b,A283b,3,20170610,Ambient,No Heterotrophy,AN,16,20171106,2,0.28,Polyp,804.94,
A283,b,A283b,3,20170610,Ambient,No Heterotrophy,AN,16,20171106,2,0.28,Polyp,635.03,
A283,b,A283b,3,20170610,Ambient,No Heterotrophy,AN,16,20171106,2,0.28,Connecting,268,
A283,b,A283b,3,20170610,Ambient,No Heterotrophy,AN,16,20171106,2,0.28,Connecting,272.73,
A283,b,A283b,3,20170610,Ambient,No Heterotrophy,AN,16,20171106,2,0.28,Connecting,285.54,
A283,c,A283c,2,20170610,Ambient,No Heterotrophy,AN,16,20171106,1,0.06,Polyp,794.88,
A283,c,A283c,2,20170610,Ambient,No Heterotrophy,AN,16,20171106,1,0.06,Polyp,797.99,
A283,c,A283c,2,20170610,Ambient,No Heterotrophy,AN,16,20171106,1,0.06,Connecting,480.12,
A283,c,A283c,2,20170610,Ambient,No Heterotrophy,AN,16,20171106,1,0.06,Connecting,215.53,
A283,c,A283c,2,20170610,Ambient,No Heterotrophy,AN,16,20171106,1,0.06,Connecting,396.86,
A283,c,A283c,2,20170610,Ambient,No Heterotrophy,AN,16,20171106,2,-0.24,Polyp,783.28,
A283,c,A283c,2,20170610,Ambient,No Heterotrophy,AN,16,20171106,2,-0.24,Polyp,776.1,
A283,c,A283c,2,20170610,Ambient,No Heterotrophy,AN,16,20171106,2,-0.24,Connecting,327.23,
A283,d,A283d,3,20170610,Ambient,No Heterotrophy,AN,16,20171106,1,-0.14,Polyp,776.29,
A283,d,A283d,3,20170610,Ambient,No Heterotrophy,AN,16,20171106,1,-0.14,Polyp,643,
A283,d,A283d,3,20170610,Ambient,No Heterotrophy,AN,16,20171106,1,-0.14,Connecting,352.07,
A283,d,A283d,3,20170610,Ambient,No Heterotrophy,AN,16,20171106,1,-0.14,Polyp,754.27,
A283,d,A283d,3,20170610,Ambient,No Heterotrophy,AN,16,20171106,1,-0.14,Connecting,230.04,
A319,a,A319a,6,20170610,Ambient,No Heterotrophy,AN,22,20171119,1,0.16,Polyp,502.28,
A319,a,A319a,6,20170610,Ambient,No Heterotrophy,AN,22,20171119,1,0.16,Polyp,604.09,
A319,a,A319a,6,20170610,Ambient,No Heterotrophy,AN,22,20171119,1,0.16,Polyp,799.31,
A319,a,A319a,6,20170610,Ambient,No Heterotrophy,AN,22,20171119,1,0.16,Connecting,403.2,
A319,a,A319a,6,20170610,Ambient,No Heterotrophy,AN,22,20171119,1,0.16,Connecting,307.96,
A319,a,A319a,6,20170610,Ambient,No Heterotrophy,AN,22,20171119,2,-0.13,Connecting,484.63,
A319,a,A319a,6,20170610,Ambient,No Heterotrophy,AN,22,20171119,2,-0.13,Connecting,322.63,
A319,a,A319a,6,20170610,Ambient,No Heterotrophy,AN,22,20171119,2,-0.13,Connecting,218.24,
A319,a,A319a,6,20170610,Ambient,No Heterotrophy,AN,22,20171119,3,-0.32,Polyp,642.33,
A319,a,A319a,6,20170610,Ambient,No Heterotrophy,AN,22,20171119,3,-0.32,Connecting,374.23,
